ID,Title,Author(s),Source,Journal,Language(s),Publication year,PID_limpo,URL_PT,Titulo_PT,Resumo_PT,Palavras_Chave_PT,status,fonte_extracao,url_acedida
S1413-65382022000100310-scl,Programa de Formação em Informática para Professores no Atendimento de Alunos com Deficiência Visual,"FERREIRA, Naidson Clayr Santos, ALMEIDA, Maria Amelia",Revista Brasileira de Educação Especial; 28(); -,Revista Brasileira de Educação Especial,Português,2022,S1413-65382022000100310,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-65382022000100310&tlng=pt,Programa de Formação em Informática para Professores no Atendimento de Alunos com Deficiência Visual,"RESUMO: Este estudo teve por objetivo avaliar um programa de formação em informática para professores que atendem a alunos com deficiência visual. A pesquisa teve como objetivos específicos: contribuir para a apropriação de conhecimento teórico e prático, por parte de professores sobre deficiência visual; propiciar aos professores formação para operar o computador usando as funções básicas dos principais produtos, tais como sistemas operacionais, editores de textos, planilhas eletrônicas, aplicativos de apresentação, Internet; possibilitar aos professores formação para a utilização de softwares para a construção de materiais acessíveis, ampliadores de telas e leitores de telas, no atendimento de alunos com deficiência visual. Participaram do estudo 12 professoras, a saber: uma professora do Instituto Federal Baiano (IF Baiano) – campus Guanambi; e dez professoras da Rede Municipal de Ensino de Guanambi; e uma professora da Rede Municipal Ensino de Caetité, Bahia. O local de coleta de dados foi o IF Baiano – campus Guanambi. Os instrumentos utilizados para a coleta de dados foram: um questionário inicial de caracterização e de nível de conhecimento em informática; pré e pós-testes dos módulos. Os resultados mostraram que a pesquisa contribuiu com o processo de aprendizagem das professoras no sentido de operar o computador. Também habilitou as professoras para a utilização de softwares na construção de materiais acessíveis, bem como o emprego dos softwares ampliadores e leitores de tela.",Educação Especial; Deficiência visual; Formação docente; Informática,ok_completo,articlemeta_isis[T] | articlemeta_isis[R] | articlemeta_isis[K],http://articlemeta.scielo.org/api/v1/article?code=S1413-65382022000100310&collection=scl&format=json
S0103-21002022000100386-scl,Efeito de intervenção educativa online na qualidade de vida de gestantes adolescentes,"Santiago, Roberta Fortes, Nery, Inez Sampaio, Andrade, Elaine Maria Leite Rangel, Mendes, Isabel Amélia Costa, Nogueira, Márcia Teles de Oliveira, Rocha, Silvana Santiago da, Araújo, Telma Maria Evangelista de",Acta Paulista de Enfermagem; 35(); -,Acta Paulista de Enfermagem,"Inglês, Português",2022,S0103-21002022000100386,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-21002022000100386&tlng=pt,Efeito de intervenção educativa online na qualidade de vida de gestantes adolescentes,"Objetivo  Avaliar o efeito de intervenção educativa online na qualidade de vida de gestantes adolescentes.  Métodos  Estudo quase experimental, do tipo grupo único pré e pós-teste, realizado nas Unidades Básicas de Saúde de Teresina, no período de outubro de 2017 a janeiro de 2018. Amostra de 35 gestantes adolescentes obtida por conveniência e a qualidade de vida avaliada por meio do Instrumento de Qualidade de Vida de Ferrans & Powers. Para escores de distribuição normal foi realizado o teste t e para os de distribuição não-paramétrica o teste Wilcoxon e o nível de significância adotado foi α=0,05.  Resultados  Após a intervenção educativa online houve melhora da qualidade de vida total (p<0,001) e nos domínios saúde/funcionamento (p<0,001), socioeconômico (p<0,001) e psicológico/espiritual (p<0,001), exceto no domínio família.  Conclusão  a intervenção educativa online teve efeito na qualidade de vida, permitindo que ela seja incorporada no processo de educação em saúde com gestantes adolescentes na atenção básica à saúde.",Gravidez na adolescência; Qualidade de vida; Tecnologia educacional; Educação à distancia,ok_completo,articlemeta_isis[T] | articlemeta_isis[R] | articlemeta_isis[K],http://articlemeta.scielo.org/api/v1/article?code=S0103-21002022000100386&collection=scl&format=json
S1413-78522022002400208-scl,EPIDEMIOLOGY OF OPEN FRACTURES AND DEGREE OF SATISFACTION OF INITIAL CARE,"COSTA, FILIPE COELHO DA, REIS, JOSÉ MATEUS DOS, REIS, SÉRGIO PEREIRA DOS, BARTELEGA, LUCAS ALVES, MELO, NATHAN FERREIRA DE, ARAÚJO, CARLOS DELANO MUNDIM",Acta Ortopédica Brasileira; 30(4); -,Acta Ortopédica Brasileira,Inglês,2022,S1413-78522022002400208,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-78522022002400208&tlng=pt,EPIDEMIOLOGIA DAS FRATURAS EXPOSTAS E GRAU DE SATISFAÇÃO DO ATENDIMENTO INICIAL,"Introdução:  As fraturas expostas, apesar de pouco comuns, têm custos que superam todos os outros motivos das internações. Sua epidemiologia é de fundamental importância para planejar o tratamento e definir prioridades.  Objetivos:  Avaliar prospectivamente o perfil epidemiológico das fraturas expostas e o grau de satisfação do atendimento inicial.  Métodos:  Estudo epidemiológico, prospectivo, descritivo, observacional, em amostra de conveniência das fraturas expostas. Avaliaram-se aspectos epidemiológicos quantitativos e qualitativos das fraturas expostas e o grau de satisfação com o atendimento inicial.  Resultados:  Foram atendidos 124 pacientes com 155 fraturas expostas. Desses, 88% eram do sexo masculino com média de idade 43 anos (± 42,99); não branco (56,72%); casado (52,41%); com baixo nível de instrução (51,60%); agricultor, autônomo, pedreiro ou industriário (51,60%); com ganho mensal de até dois salários-mínimos (87%); hígidos (76,13%); vítimas de acidentes trabalhistas (39,51%) nos ossos das mãos (58,02%); especialmente do lado esquerdo (55%); atendidos entre quinta-feira e sábado (50%); no período diurno (77%). Esses pacientes mostraram elevado nível de satisfação com o atendimento inicial realizado (98%).  Conclusões:  As fraturas expostas se relacionaram com homens hígidos, em torno de 43 anos, baixo grau de instrução e baixa renda, nos membros superiores, no período diurno de quinta a sábado. A maioria ficou satisfeita com o atendimento prestado. Nível de Evidência II, Estudo Epidemiológico, Prospectivo, Descritivo e Observacional.",Acidentes de Trânsito; Epidemiologia; Estudos Prospectivos; Fraturas Expostas; Motocicletas,ok_completo,articlemeta_isis[T] | articlemeta_isis[R] | articlemeta_isis[K],http://articlemeta.scielo.org/api/v1/article?code=S1413-78522022002400208&collection=scl&format=json
S1983-14472022000100454-scl,Inequalities in alcohol consumption and cell phone use while driving motor vehicles,"Soratto, Jacks, Meller, Fernanda de Oliveira, Miranda, Vanessa Iribarrem Avena, Tomasi, Cristiane Damiani, Temporão, Jose Gomes, Schäfer, Antônio Augusto",Revista Gaúcha de Enfermagem; 43(); -,Revista Gaúcha de Enfermagem,"Português, Inglês",2022,S1983-14472022000100454,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-14472022000100454&tlng=pt,Desigualdades no consumo de álcool e uso de celular durante a direção de veículos motorizados,"Objetivo: Avaliar as desigualdades sociais de brasileiros (as) no consumo de bebida alcoólica e uso de celular durante a direção de veículos motorizados.  Métodos: estudo transversal realizado com pessoas que dirigiam (n=23.474) em 2019. Os desfechos adotados foram o uso de celular e consumo de bebida alcoólica durante a direção, associado as variáveis sexo, faixa etária, cor da pele, escolaridade e macrorregião de moradia e analisadas através dos índices slope index of inequality a partir de regressão logística.  Resultados: as desigualdades relacionadas ao uso de álcool e direção as desigualdades foram identificadas em adultos de cor da pele parda (7,8) vinculados a Região Norte (6,8). Quanto ao uso de celular na direção foram maiores para faixa etária mais jovem (19,4) e indivíduos com maior escolaridade (27,1).  Conclusão: uso de celular e consumo de álcool na direção de veículos motorizados possui desigualdades sociais referente a faixa etária e escolaridade, e a cor de pele e macrorregião respectivamente.",Fatores socioeconômicos; Iniquidade étnica; Direção distraída; Dirigir sob a influência; Telefone celular; Consumo de bebidas alcoólicas,ok_completo,articlemeta_isis[T] | articlemeta_isis[R] | articlemeta_isis[K],http://articlemeta.scielo.org/api/v1/article?code=S1983-14472022000100454&collection=scl&format=json
S0080-62342022000100706-scl,Project-based learning in remote teaching for undergraduate nursing students,"Pascon, Daniela Miori, Vaz, Débora Rodrigues, Peres, Heloísa Helena Ciqueto, Leonello, Valéria Marli",Revista da Escola de Enfermagem da USP; 56(); -,Revista da Escola de Enfermagem da USP,"Português, Inglês",2022,S0080-62342022000100706,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62342022000100706&tlng=pt,Profissional Aprendizagem baseada em projetos no ensino remoto para estudantes ingressantes da graduação em enfermagem,"Objetivo: Relatar a experiência do uso da metodologia de Aprendizagem Baseada em Projetos, no ensino remoto emergencial, com estudantes ingressantes da graduação em enfermagem.  Método: O estudo foi realizado na disciplina de “Ações educativas na prática de enfermagem”, desenvolvida de maneira remota no ano de 2020, durante o período da pandemia causada pelo novo coronavírus, no Curso de Bacharelado e Licenciatura em Enfermagem de uma universidade pública do estado de São Paulo. A disciplina utilizou a Aprendizagem Baseada em Projetos por meio das fases: âncora; questão motriz; investigação e pesquisa; criação e desenvolvimento; e apresentação dos resultados, como metodologia ativa de aprendizagem, com a formação de pequenos grupos de estudantes e tutores e avaliação processual.  Resultados: Os estudantes desenvolveram projetos educativos em saúde por meio de ambiente virtual de aprendizagem, plataformas e ferramentas digitais.  Conclusão A metodologia adotada e a utilização das tecnologias digitais permitiram alcançar os objetivos propostos, a motivação e a autonomia dos estudantes durante todo o processo de ensino remoto, e o desenvolvimento de competências para a elaboração de projetos no ensino em saúde na formação do enfermeiro.",Educação Superior; Educação em enfermagem; Aprendizagem on-line; Aprendizagem ativa; Aprendizagem Baseada em Projetos; Estudantes de enfermagem,ok_completo,articlemeta_isis[T] | articlemeta_isis[R] | articlemeta_isis[K],http://articlemeta.scielo.org/api/v1/article?code=S0080-62342022000100706&collection=scl&format=json
S1516-73132022000100228-scl,Aprendendo vermicompostagem: o uso de jogos digitais na educação infantil,"Ichiba, Rafaela Bruno, Bonzanini, Taitiany Kárita",Ciência &amp; Educação (Bauru); 28(); -,Ciência &amp; Educação (Bauru),Português,2022,S1516-73132022000100228,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-73132022000100228&tlng=pt,Aprendendo vermicompostagem: o uso de jogos digitais na educação infantil,"Resumo: Tem-se como objetivo apresentar um jogo didático digital, voltado à Educação Infantil, com o tema vermicompostagem, discutindo os limites e possibilidades de uso à promoção da Educação Ambiental. O material é produto de uma dissertação de mestrado profissional em Ensino de Ciências Ambientais, produzido no decorrer dos anos de 2020/2021. Para a acurácia em relação à potencialidade do jogo, este foi testado por profissionais de uma escola municipal da cidade de São Carlos-SP, atuantes na Educação Infantil. Como possibilidades do material, os participantes apontaram o caráter educativo e lúdico para ser utilizado com crianças pequenas. Já os limites identificados se relacionam à configuração do jogo como instrumento avaliativo; alguns professores demonstraram desconforto em avaliar as aprendizagens infantis. O material produzido pode fomentar as discussões sobre avaliação formativa na Educação Infantil, sugerindo formas de realizar diagnóstico de aprendizagens sem que isso descaracterize os objetivos dessa etapa da escolarização.",Educação infantil; Educação ambiental; Jogos digitais; Avaliação da aprendizagem,ok_completo,articlemeta_isis[T] | articlemeta_isis[R] | articlemeta_isis[K],http://articlemeta.scielo.org/api/v1/article?code=S1516-73132022000100228&collection=scl&format=json
S2237-96222022000600312-scl,Indicadores da linha de cuidado de pessoas com diabetes no Brasil: Pesquisa Nacional de Saúde 2013 e 2019,"Malta, Deborah Carvalho, Ribeiro, Edmar Geraldo, Gomes, Crizian Saar, Alves, Francielle Thalita Almeida, Stopa, Sheila Rizzato, Sardinha, Luciana Monteiro Vasconcelos, Pereira, Cimar Azeredo, Duncan, Bruce Bartholow, Schimidt, Maria Inês",Epidemiologia e Serviços de Saúde; 31(spe1); -,Epidemiologia e Serviços de Saúde,"Inglês, Português",2022,S2237-96222022000600312,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2237-96222022000600312&tlng=pt,Indicadores da linha de cuidado de pessoas com diabetes no Brasil: Pesquisa Nacional de Saúde 2013 e 2019,"Objetivo:  Comparar indicadores de cuidado assistencial em adultos com diagnóstico médico de diabetes mellitus (DM) no Brasil em 2013 e 2019, e analisar esses indicadores, em 2019, segundo características sociodemográficas.  Métodos: Estudo transversal com dados da Pesquisa Nacional de Saúde de 2013 e 2019. Foram avaliados os indicadores de cuidado em pessoas com diagnóstico médico de DM.  Resultados:  A prevalência de DM aumentou de 6,2% (2013) para 7,7% (2019). Entre 2013 e 2019, ocorreu aumento no uso de medicamentos (de 80,2% para 88,8%) e de assistência médica (de 73,2% para 79,1%), houve redução no uso de medicamentos da Farmácia Popular (de 57,4% para 51,5%) e no acompanhamento com mesmo médico (de 65,2% para 59,4%). Em 2019, pessoas do sexo masculino, mais jovens, de raça/cor da pele preta e parda, menores escolaridade e renda apresentaram pior desempenho nos indicadores.  Conclusão:  A maioria dos indicadores permaneceu semelhante durante os últimos cinco anos, com diferenças segundo características sociodemográficas em 2019.",Adulto; Doenças não Transmissíveis; Diabetes Mellitus; Epidemiologia; Inquéritos Epidemiológicos,ok_completo,articlemeta_isis[T] | articlemeta_isis[R] | articlemeta_isis[K],http://articlemeta.scielo.org/api/v1/article?code=S2237-96222022000600312&collection=scl&format=json
S0100-55022022000200209-scl,Currículo informal singular: eletividade na formação médica durante a pandemia,"Cruz, Walter Gabriel Neves, Camelier-Mascarenhas, Mariana, Queirós, Vitória Oliveira de, Ferreira, Gustavo Henrique Mendes, Guedes, Jorge Carvalho",Revista Brasileira de Educação Médica; 46(2); -,Revista Brasileira de Educação Médica,Português,2022,S0100-55022022000200209,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-55022022000200209&tlng=pt,Currículo informal singular: eletividade na formação médica durante a pandemia,"Resumo:  Introdução: A interrupção das atividades de ensino imposta pela pandemia de Sars-CoV-2 ofereceu uma oportunidade ímpar de analisar os hábitos de estudo extracurriculares dos estudantes de Medicina, buscando compreender como a inexistência de um direcionamento institucional temático impactou a formação médica durante esse período de isolamento social.  Objetivo: Este estudo teve como objetivo avaliar a ocorrência, as temáticas e as principais fontes dos estudos durante o período de suspensão de aulas na pandemia.  Método:  Trata-se de um estudo analítico e descritivo com dados colhidos a partir de um questionário virtual aplicado a estudantes de Medicina de uma instituição de ensino superior.  Resultado: A partir da suspensão total das aulas, dos 310 participantes, 152 (49,0%) discentes alegaram ter estudado temas relacionados à área de ciências da saúde e 93 (30,0%) estudaram temas não relacionados à área de ciências da saúde. Estatisticamente, houve preferência exclusiva por uma área outra (p < 0,001), indicando dois perfis de estudo no período. Os interesses temáticos mais abundantes foram aqueles abordados em eventos médicos virtuais, como congressos ou simpósios, bem como os relacionados à Covid-19. Entre os temas mais citados, destacaram-se: fisiologia, clínica médica e geral ou especializada, anatomia, idiomas, finanças e filosofia.  Conclusão: A despeito da suspensão das atividades acadêmicas curriculares, os estudantes buscaram novos aprendizados de acordo com suas demandas intelectivas, denotando o desenvolvimento de um currículo informal singularizado.",Autoaprendizagem como Assunto; Avaliação das Faculdades de Medicina; Pandemia da Covid-19; Educação à Distância,ok_completo,articlemeta_isis[T] | articlemeta_isis[R] | articlemeta_isis[K],http://articlemeta.scielo.org/api/v1/article?code=S0100-55022022000200209&collection=scl&format=json
S0034-71672022001200214-scl,Factors associated with frailty syndrome in elderly people with Parkinson’s disease,"Couto, Alcimar Marcelo do, Soares, Sonia Maria",Revista Brasileira de Enfermagem; 75(); -,Revista Brasileira de Enfermagem,"Inglês, Português",2022,S0034-71672022001200214,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672022001200214&tlng=pt,Fatores associados à síndrome de fragilidade em idosos com doença de Parkinson,"Objetivos: analisar os fatores sociodemográficos e clínicos associados à fragilidade em idosos com doença de Parkinson no contexto de um Serviço de Atenção Especializada em Saúde do Idoso.  Métodos: estudo documental, analítico, correlacional, de corte transversal, realizado com 230 idosos com Parkinson. Foram avaliados os prontuários dos pacientes com enfoque em dois instrumentos: Índice de Vulnerabilidade Clínico-Funcional - 20; e o Plano de Cuidados da avaliação multidimensional.  Resultados: predomínio de idosos entre 80 e 89 anos; sexo feminino; com baixa escolaridade; classificados como frágeis. Houve correlação entre a fragilidade e as variáveis: sexo; idade; faixa etária; escolaridade; manifestações motoras; manifestações não motoras; estadiamento de Hoehn e Yahr e tempo de diagnóstico.  Conclusões: constatou-se alta simultaneidade das condições de fragilidade e doença de Parkinson. Acredita-se que os resultados poderão auxiliar a estruturação de protocolos para atuação da enfermagem de forma sistematizada na promoção do autocuidado desses indivíduos.",Doença de Parkinson; Idoso; Vulnerabilidade em Saúde; Fragilidade; Enfermagem.,ok_completo,articlemeta_isis[T] | articlemeta_isis[R] | articlemeta_isis[K],http://articlemeta.scielo.org/api/v1/article?code=S0034-71672022001200214&collection=scl&format=json
S0102-311X2022000805003-scl,"Ideal cardiovascular health at ELSA-Brasil: non-additivity effects of gender, race, and schooling by using additive and multiplicative interactions","Freitas, Roberta Souza, Santos, Itamar de Souza, Matos, Sheila Maria Alvim de, Aquino, Estela Maria Leão de, Amorim, Leila Denise Alves Ferreira",Cadernos de Saúde Pública; 38(8); -,Cadernos de Saúde Pública,Inglês,2022,S0102-311X2022000805003,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2022000805003&tlng=pt,"Saúde cardiovascular ideal na ELSA-Brasil: efeitos não-aditivos de gênero, raça e escolaridade através do uso de interações aditivas e multiplicativas","Este estudo visa avaliar a não-aditividade dos efeitos de gênero, raça e escolaridade na saúde cardiovascular ideal entre os participantes do Estudo Longitudinal de Saúde do Adulto - ELSA-Brasil. Trata-se de um estudo transversal utilizando dados da linha de base do ELSA-Brasil, realizado entre 2008-2010. A Associação Americana do Coração definiu a pontuação de saúde cardiovascular ideal (ICH) como a soma dos indicadores da presença de sete fatores e comportamentos favoráveis à saúde: não fumante, índice de massa corporal ideal, atividade física e dieta saudável, níveis adequados de colesterol total, pressão arterial normal e ausência de diabetes mellitus. Interações multiplicativas e aditivas entre gênero, raça e escolaridade foram avaliadas usando o modelo de Poisson, como uma abordagem para discutir a interseccionalidade. A pontuação média de saúde cardiovascular foi de 2,49 (DP = 1,31). Este estudo encontrou uma interação positiva entre gênero e escolaridade (mulheres com Ensino Médio e Superior), tanto na escala aditiva quanto na escala multiplicativa, para a pontuação de saúde cardiovascular ideal. Houve tendência para maiores valores médios de saúde cardiovascular com o aumento da escolaridade, com diferença acentuada entre as mulheres. As pontuações mais baixas de saúde cardiovascular observadas reforçam a importância de compreender-se as experiências psicossociais que influenciam as atitudes em relação aos serviços de saúde, ao acesso à saúde e às escolhas de estilo de vida saudável, que afetam a ICH, para reduzir as desigualdades em saúde e propor políticas públicas mais adequadas como uma estratégia de assistência e prevenção das doenças cardiovasculares.",Interseccionalidade; Cardiopatias; Doenças Cariovasculares; Fatores de Risco; Estudos Transversais,ok_completo,articlemeta_isis[T] | articlemeta_isis[R] | articlemeta_isis[K],http://articlemeta.scielo.org/api/v1/article?code=S0102-311X2022000805003&collection=scl&format=json
S1415-52732022000100322-scl,"Food and nutrition actions for the maternal and child population in primary healthcare: comparative analysis of municipalities in the Metropolitan Region of Baixada Santista, São Paulo, Brazil","SATO, Yukari, MATA, Mayline Menezes da, MEDEIROS, Maria Angélica Tavares de",Revista de Nutrição; 35(); -,Revista de Nutrição,Inglês,2022,S1415-52732022000100322,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-52732022000100322&tlng=pt,"Ações de alimentação e nutrição à população maternoinfantil na Atenção Primária à Saúde: análise comparativa em municípios da Região Metropolitana da Baixada Santista, São Paulo, Brasil","Objetivo Caracterizar e analisar comparativamente a organização da Atenção Nutricional ao pré-natal, ao puerpério e ao aleitamento, na Atenção Primária à Saúde, em dois municípios da Baixada Santista, São Paulo, Brasil.  Métodos Realizou-se estudo exploratório-analítico das Unidades de Saúde da Família e Unidades Básicas de Saúde mistas de Cubatão (n=17) e Guarujá (n=14). Para tanto, foram utilizados sete domínios do Instrumento de Avaliação da Organização da Atenção Nutricional na Atenção Primária à Saúde, validado em seu conteúdo. Realizaram-se análise descritiva e os testes de Mann-Whitney e o Qui-quadrado de Pearson.  Resultados Na comparação entre os municípios, as melhores pontuações foram obtidas em Guarujá. Encontraram-se diferenças estatisticamente significantes para os respectivos indicadores, Apoio às ações de Atenção Nutricional: Infraestrutura e Educação Permanente (<0,001); Vigilância Alimentar e Nutricional (<0,001); Atenção Nutricional ao Pré-Natal (<0,001); e a Atenção Nutricional ao Puerpério e ao Aleitamento (0,012). As ações de Atenção Nutricional ao grupo maternoinfantil foram mais frequentes no município de Guarujá, alcançando melhores pontuações dos indicadores de avaliação da Atenção Nutricional, comparativamente aos alcançados por Cubatão.  Conclusão O município de Guarujá apresentou melhores indicadores de infraestrutura e educação permanente, vigilância alimentar e nutricional e atenção nutricional puerperal e ao aleitamento. Entretanto, persistem fragilidades na organização da Atenção Nutricional nos dois municípios estudados, principalmente quanto ao processo de trabalho.",Atenção primária à; saúde; Política nutricional; Nutricionista; Cuidado pré-natal; Período pós-parto,ok_completo,articlemeta_isis[T] | articlemeta_isis[R] | articlemeta_isis[K],http://articlemeta.scielo.org/api/v1/article?code=S1415-52732022000100322&collection=scl&format=json
S0100-55022022000200217-scl,Percepção do ambiente educacional por alunos de uma universidade pública do Nordeste brasileiro,"Medeiros, Isabella Costa Figueiredo, Santos, Almira Alves dos, Wanderley, Flávia Accioly Canuto, Carvalho Filho, Aderval de Melo, Santos, José Ismair de Oliveira dos, Santos, Rodrigo da Silva",Revista Brasileira de Educação Médica; 46(2); -,Revista Brasileira de Educação Médica,Português,2022,S0100-55022022000200217,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-55022022000200217&tlng=pt,Percepção do ambiente educacional por alunos de uma universidade pública do Nordeste brasileiro,"Resumo:  Introdução:  A qualidade do ambiente de ensino é fundamental para um aprendizado efetivo na formação profissional.  Objetivo:  Esta pesquisa buscou identificar e comparar a percepção dos estudantes de cinco cursos diferentes de ciências da saúde acerca do ambiente educacional.  Método:  Trata-se de um estudo transversal, analítico, com abordagem quantitativa, realizado com 277 alunos dos cursos de Fisioterapia, Enfermagem, Medicina, Terapia Ocupacional e Fonoaudiologia, matriculados no ano de 2019, em uma universidade pública. Foi utilizado o instrumento Dundee Ready Education Environment Measure (DREEM) que possui 50 questões fechadas, pontuadas numa escala Likert, que, ao final, avaliarão cinco domínios do ambiente educacional (aprendizado, professores, acadêmico, atmosfera e social). Para a comparação das médias da pontuação geral, dos itens individuais e dos domínios entre os cursos, utilizou-se o teste de Kruskal-Wallis (intervalo de confiança de 95%). O método de Dunn foi usado como análise pós-teste das comparações múltiplas.  Resultado:  A percepção geral dos estudantes sobre seu ambiente educacional demonstrou ser “mais positiva que negativa”. As médias dos domínios aprendizado, professores, atmosfera e social apresentaram diferenças entre os cursos (p < 0,05). O suporte aos estudantes estressados foi o item com média mais baixa da pesquisa em todos os cursos (p < 0,05). A graduação em Medicina mostrou ter aspectos preocupantes quanto à percepção do aprendizado. Enfermagem foi o curso mais bem avaliado em relação à percepção geral do ambiente educacional. Os cursos de Fisioterapia e Fonoaudiologia mostraram áreas que merecem atenção no tocante à percepção das relações sociais acadêmicas. Por fim, o curso de Terapia Ocupacional evidenciou áreas preocupantes quanto à percepção dos estudantes sobre o ensino, os professores, o desempenho acadêmico e a atmosfera do curso.  Conclusão:  Demonstrou-se que há diferenças na percepção do ambiente de ensino pelos alunos entre os cursos avaliados. Entretanto, o ambiente educacional de todos os cursos foi avaliado de maneira mais positiva que negativa. A falta de suporte aos estudantes estressados é a área mais preocupante neste estudo. Assim, o conhecimento da percepção dos acadêmicos sobre o ambiente educacional pode oferecer maior direcionamento na busca pela qualidade da educação superior em saúde.",Estudantes de Ciências da Saúde; Avaliação Educacional; Percepção; Aprendizagem,ok_completo,articlemeta_isis[T] | articlemeta_isis[R] | articlemeta_isis[K],http://articlemeta.scielo.org/api/v1/article?code=S0100-55022022000200217&collection=scl&format=json
S1517-97022022000100403-scl,Perception of professors regarding the transition to emergency remote teaching in a large public university in Mexico during the pandemic,"Servín, Mercedes de Agüero, Mansilla, Maura Pompa, Sánchez-Mendiola, Melchor, Lara, Mario Alberto Benavides",Educação e Pesquisa; 48(); -,Educação e Pesquisa,Inglês,2022,S1517-97022022000100403,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022022000100403&tlng=pt,As percepções dos professores sobre a transição para o ensino remoto de emergência em uma grande universidade pública no México durante a pandemia,"Apresentamos os resultados mais relevantes da aplicação de um questionário de acompanhamento a uma amostra de professores da maior universidade pública do México, a Universidade Nacional Autônoma do México (UNAM). O objetivo deste estudo foi aprofundar as questões identificadas em um questionário aplicado no início da pandemia (cujos resultados também foram publicados), enviando um questionário de acompanhamento ao corpo docente da universidade meses depois. A intenção era identificar e descrever as opiniões, experiências, características e condições dos professores de ensino superior que tiveram que mudar para o ensino remoto usando ferramentas tecnológicas durante a pandemia. O método empregado foi uma pesquisa exploratória on-line com perguntas abertas e fechadas do tipo Likert que foi aplicada a uma amostra não aleatória de 513 professores da UNAM. De acordo com nossos resultados, em relação à qualidade do ensino, 43% dos participantes afirmaram que era igual ao ensino em sala de aula, 23% disseram que tinha melhorado, e 34% compartilharam que era pior; a maioria disse que gastava em média de 1 a 10 horas por semana em atividades de ensino; o que envolvia mais tempo eram avaliação e fornecimento de feedback sobre as tarefas dos alunos. É evidente que as experiências e atividades de ensino do corpo docente nas instituições de ensino superior estão mudando à medida que a pandemia continua. Os tempos pós-pandêmicos exigirão uma resposta mais convincente das instituições de ensino superior em relação às questões de desigualdade social que a pandemia deixará por um longo período.",Ensino remoto de emergência; Ensino superior; Universidade pública; COVID-19; Pandemia,ok_completo,articlemeta_isis[T] | articlemeta_isis[R] | articlemeta_isis[K],http://articlemeta.scielo.org/api/v1/article?code=S1517-97022022000100403&collection=scl&format=json
S1980-57642022005011201-scl,Prevalence of cognitive impairment in Brazilian indigenous community from Amazonas,"Carvalho, Anna Paula de, Brucki, Sonia Maria Dozzi, Nitrini, Ricardo, Bezerra, Camila Carlos, Silva, Fernanda Carini da, Souza-Talarico, Juliana Nery de",Dementia &amp; Neuropsychologia; (ahead); -,Dementia &amp; Neuropsychologia,Inglês,2022,S1980-57642022005011201,https://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-57642022005011201&tlng=pt,PREVALÊNCIA DE COMPROMETIMENTO COGNITIVO EM INDÍGENAS BRASILEIROS DO AMAZONAS,"RESUMO. No mundo, estudos sobre a prevalência de demência em idosos indígenas são insuficientes, porém nas evidências disponíveis, a prevalência varia de baixa a muito alta, com início precoce da doença e elevada taxa de mortalidade após o diagnóstico inicial. As evidências em países de baixa e média renda são escassas, e neles a prevalência de demência aumentará significativamente nas próximas décadas. Objetivo: Determinar a prevalência de déficit cognitivo e fatores associados em indígenas brasileiros da etnia Mura no Amazonas, Brasil. Métodos: Duzentos e dezessete indígenas com 50 anos ou mais do Amazonas, Brasil, foram submetidos a avaliação cognitiva. Atenção, memória, fluência verbal, desempenho visuoespacial e estado de humor compuseram o diagnóstico de déficit cognitivo. Resultados: A prevalência de déficit cognitivo foi de 43,3% (intervalo de confiança - IC95% 36,6-49,7) e variou de acordo com a idade [odds ratio - OR=1,03 (IC95% 1,00-1,06)], educação [OR=0,74 (IC95% 0,62-0,87)], índice de massa corporal [OR=0,91 (IC95% 0,83-0,98)] e renda [OR=0,52 (IC95% 0,27-0,99)]. Conclusões: O comprometimento cognitivo teve início precoce na comunidade indígena, sendo sua prevalência maior em idosos com baixa escolaridade e baixa renda familiar. Esses achados destacam a importância da implementação de políticas públicas de saúde indígena, com foco na formação de profissionais de saúde, para a detecção precoce do déficit cognitivo.",Disfunção Cognitiva; Demência; Grupos Populacionais; Epidemiologia; Prevalência,ok_completo,articlemeta_isis[T] | articlemeta_isis[R] | articlemeta_isis[K],http://articlemeta.scielo.org/api/v1/article?code=S1980-57642022005011201&collection=scl&format=json
